citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
88 FR 59785, 2023-18882,59786,https://www.federalregister.gov/documents/2023/08/30/2023-18882/overdose-awareness-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-08-30/pdf/2023-18882.pdf,Presidential Document,Proclamation,08/30/2023,2023-08-25,59785,"Overdose Awareness Week, 2023","",10608
88 FR 59787, 2023-18883,59788,https://www.federalregister.gov/documents/2023/08/30/2023-18883/womens-equality-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-08-30/pdf/2023-18883.pdf,Presidential Document,Proclamation,08/30/2023,2023-08-25,59787,"Women's Equality Day, 2023","",10609
88 FR 60867, 2023-19322,60868,https://www.federalregister.gov/documents/2023/09/06/2023-19322/national-childhood-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19322.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60867,"National Childhood Cancer Awareness Month, 2023","",10610
88 FR 60869, 2023-19325,60870,https://www.federalregister.gov/documents/2023/09/06/2023-19325/national-ovarian-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19325.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60869,"National Ovarian Cancer Awareness Month, 2023","",10611
88 FR 60871, 2023-19328,60872,https://www.federalregister.gov/documents/2023/09/06/2023-19328/national-preparedness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19328.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60871,"National Preparedness Month, 2023","",10612
88 FR 60873, 2023-19329,60874,https://www.federalregister.gov/documents/2023/09/06/2023-19329/national-prostate-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19329.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60873,"National Prostate Cancer Awareness Month, 2023","",10613
88 FR 60875, 2023-19338,60876,https://www.federalregister.gov/documents/2023/09/06/2023-19338/national-recovery-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19338.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60875,"National Recovery Month, 2023","",10614
88 FR 60877, 2023-19345,60878,https://www.federalregister.gov/documents/2023/09/06/2023-19345/national-sickle-cell-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19345.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60877,"National Sickle Cell Awareness Month, 2023","",10615
88 FR 60879, 2023-19346,60881,https://www.federalregister.gov/documents/2023/09/06/2023-19346/national-wilderness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19346.pdf,Presidential Document,Proclamation,09/06/2023,2023-08-31,60879,"National Wilderness Month, 2023","",10616
88 FR 61463, 2023-19442,61465,https://www.federalregister.gov/documents/2023/09/07/2023-19442/labor-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-07/pdf/2023-19442.pdf,Presidential Document,Proclamation,09/07/2023,2023-09-01,61463,"Labor Day, 2023","",10617
88 FR 62443, 2023-19799,62444,https://www.federalregister.gov/documents/2023/09/12/2023-19799/national-days-of-prayer-and-remembrance-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-12/pdf/2023-19799.pdf,Presidential Document,Proclamation,09/12/2023,2023-09-07,62443,"National Days of Prayer and Remembrance, 2023","",10618
88 FR 62687, 2023-19921,62688,https://www.federalregister.gov/documents/2023/09/13/2023-19921/national-hispanic-serving-institutions-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-13/pdf/2023-19921.pdf,Presidential Document,Proclamation,09/13/2023,2023-09-08,62687,"National Hispanic-Serving Institutions Week, 2023","",10619
88 FR 62689, 2023-19922,62690,https://www.federalregister.gov/documents/2023/09/13/2023-19922/national-grandparents-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-13/pdf/2023-19922.pdf,Presidential Document,Proclamation,09/13/2023,2023-09-08,62689,"National Grandparents Day, 2023","",10620
88 FR 62691, 2023-19923,62692,https://www.federalregister.gov/documents/2023/09/13/2023-19923/world-suicide-prevention-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-13/pdf/2023-19923.pdf,Presidential Document,Proclamation,09/13/2023,2023-09-08,62691,"World Suicide Prevention Day, 2023","",10621
88 FR 62693, 2023-19924,62694,https://www.federalregister.gov/documents/2023/09/13/2023-19924/patriot-day-and-national-day-of-service-and-remembrance-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-13/pdf/2023-19924.pdf,Presidential Document,Proclamation,09/13/2023,2023-09-08,62693,"Patriot Day and National Day of Service and Remembrance, 2023","",10622
88 FR 64349, 2023-20397,64350,https://www.federalregister.gov/documents/2023/09/19/2023-20397/national-hispanic-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-19/pdf/2023-20397.pdf,Presidential Document,Proclamation,09/19/2023,2023-09-14,64349,"National Hispanic Heritage Month, 2023","",10623
88 FR 64791, 2023-20486,64792,https://www.federalregister.gov/documents/2023/09/20/2023-20486/national-powmia-recognition-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-20/pdf/2023-20486.pdf,Presidential Document,Proclamation,09/20/2023,2023-09-14,64791,"National POW/MIA Recognition Day, 2023","",10624
88 FR 65109, 2023-20600,65110,https://www.federalregister.gov/documents/2023/09/21/2023-20600/constitution-day-and-citizenship-day-and-constitution-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-21/pdf/2023-20600.pdf,Presidential Document,Proclamation,09/21/2023,2023-09-15,65109,"Constitution Day and Citizenship Day, and Constitution Week, 2023","",10625
88 FR 65111, 2023-20605,65112,https://www.federalregister.gov/documents/2023/09/21/2023-20605/national-farm-safety-and-health-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-21/pdf/2023-20605.pdf,Presidential Document,Proclamation,09/21/2023,2023-09-15,65111,"National Farm Safety and Health Week, 2023","",10626
88 FR 65579, 2023-20819,65580,https://www.federalregister.gov/documents/2023/09/22/2023-20819/national-voter-registration-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-22/pdf/2023-20819.pdf,Presidential Document,Proclamation,09/22/2023,2023-09-18,65579,"National Voter Registration Day, 2023","",10627
88 FR 67045, 2023-21637,67047,https://www.federalregister.gov/documents/2023/09/28/2023-21637/national-historically-black-colleges-and-universities-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-28/pdf/2023-21637.pdf,Presidential Document,Proclamation,09/28/2023,2023-09-22,67045,"National Historically Black Colleges and Universities Week, 2023","",10628
88 FR 67049, 2023-21638,67050,https://www.federalregister.gov/documents/2023/09/28/2023-21638/asian-american-and-native-american-pacific-islander-serving-institutions-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-28/pdf/2023-21638.pdf,Presidential Document,Proclamation,09/28/2023,2023-09-22,67049,"Asian American and Native American Pacific Islander-Serving Institutions Week, 2023","",10629
88 FR 67051, 2023-21650,67052,https://www.federalregister.gov/documents/2023/09/28/2023-21650/national-hunting-and-fishing-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-28/pdf/2023-21650.pdf,Presidential Document,Proclamation,09/28/2023,2023-09-22,67051,"National Hunting and Fishing Day, 2023","",10630
88 FR 67053, 2023-21651,67054,https://www.federalregister.gov/documents/2023/09/28/2023-21651/national-public-lands-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-28/pdf/2023-21651.pdf,Presidential Document,Proclamation,09/28/2023,2023-09-22,67053,"National Public Lands Day, 2023","",10631
88 FR 67615, 2023-21797,67616,https://www.federalregister.gov/documents/2023/09/29/2023-21797/gold-star-mothers-and-familys-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-09-29/pdf/2023-21797.pdf,Presidential Document,Proclamation,09/29/2023,2023-09-25,67615,"Gold Star Mother's and Family's Day, 2023","",10632
88 FR 68423, 2023-22220,68424,https://www.federalregister.gov/documents/2023/10/04/2023-22220/cybersecurity-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22220.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68423,"Cybersecurity Awareness Month, 2023","",10633
88 FR 68425, 2023-22222,68426,https://www.federalregister.gov/documents/2023/10/04/2023-22222/national-arts-and-humanities-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22222.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68425,"National Arts and Humanities Month, 2023","",10634
88 FR 68427, 2023-22230,68428,https://www.federalregister.gov/documents/2023/10/04/2023-22230/national-breast-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22230.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68427,"National Breast Cancer Awareness Month, 2023","",10635
88 FR 68429, 2023-22235,68430,https://www.federalregister.gov/documents/2023/10/04/2023-22235/national-clean-energy-action-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22235.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68429,"National Clean Energy Action Month, 2023","",10636
88 FR 68431, 2023-22236,68432,https://www.federalregister.gov/documents/2023/10/04/2023-22236/national-disability-employment-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22236.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68431,"National Disability Employment Awareness Month, 2023","",10637
88 FR 68433, 2023-22239,68434,https://www.federalregister.gov/documents/2023/10/04/2023-22239/national-domestic-violence-awareness-and-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22239.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68433,"National Domestic Violence Awareness and Prevention Month, 2023","",10638
88 FR 68435, 2023-22240,68436,https://www.federalregister.gov/documents/2023/10/04/2023-22240/national-youth-justice-action-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22240.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68435,"National Youth Justice Action Month, 2023","",10639
88 FR 68437, 2023-22241,68438,https://www.federalregister.gov/documents/2023/10/04/2023-22241/national-youth-substance-use-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22241.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68437,"National Youth Substance Use Prevention Month, 2023","",10640
88 FR 68439, 2023-22242,68440,https://www.federalregister.gov/documents/2023/10/04/2023-22242/national-community-policing-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22242.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68439,"National Community Policing Week, 2023","",10641
88 FR 68441, 2023-22243,68443,https://www.federalregister.gov/documents/2023/10/04/2023-22243/child-health-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22243.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68441,"Child Health Day, 2023","",10642
88 FR 68445, 2023-22244,68445,https://www.federalregister.gov/documents/2023/10/04/2023-22244/death-of-dianne-feinstein,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22244.pdf,Presidential Document,Proclamation,10/04/2023,2023-09-29,68445,Death of Dianne Feinstein,"",10643
88 FR 70337, 2023-22581,70338,https://www.federalregister.gov/documents/2023/10/11/2023-22581/national-manufacturing-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-11/pdf/2023-22581.pdf,Presidential Document,Proclamation,10/11/2023,2023-10-05,70337,"National Manufacturing Day, 2023","",10644
88 FR 70565, 2023-22663,70566,https://www.federalregister.gov/documents/2023/10/12/2023-22663/fire-prevention-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22663.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70565,"Fire Prevention Week, 2023","",10645
88 FR 70567, 2023-22664,70568,https://www.federalregister.gov/documents/2023/10/12/2023-22664/national-school-lunch-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22664.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70567,"National School Lunch Week, 2023","",10646
88 FR 70569, 2023-22665,70570,https://www.federalregister.gov/documents/2023/10/12/2023-22665/german-american-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22665.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70569,"German-American Day, 2023","",10647
88 FR 70571, 2023-22666,70572,https://www.federalregister.gov/documents/2023/10/12/2023-22666/columbus-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22666.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70571,"Columbus Day, 2023","",10648
88 FR 70573, 2023-22667,70575,https://www.federalregister.gov/documents/2023/10/12/2023-22667/indigenous-peoples-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22667.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70573,"Indigenous Peoples' Day, 2023","",10649
88 FR 70577, 2023-22668,70578,https://www.federalregister.gov/documents/2023/10/12/2023-22668/leif-erikson-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-12/pdf/2023-22668.pdf,Presidential Document,Proclamation,10/12/2023,2023-10-06,70577,"Leif Erikson Day, 2023","",10650
88 FR 71263, 2023-22828,71264,https://www.federalregister.gov/documents/2023/10/13/2023-22828/general-pulaski-memorial-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-13/pdf/2023-22828.pdf,Presidential Document,Proclamation,10/13/2023,2023-10-10,71263,"General Pulaski Memorial Day, 2023","",10651
88 FR 71265, 2023-22829,71267,https://www.federalregister.gov/documents/2023/10/13/2023-22829/international-day-of-the-girl-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-13/pdf/2023-22829.pdf,Presidential Document,Proclamation,10/13/2023,2023-10-10,71265,"International Day of the Girl, 2023","",10652
88 FR 71725, 2023-23097,71726,https://www.federalregister.gov/documents/2023/10/18/2023-23097/national-character-counts-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-18/pdf/2023-23097.pdf,Presidential Document,Proclamation,10/18/2023,2023-10-13,71725,"National Character Counts Week, 2023","",10653
88 FR 71727, 2023-23098,71728,https://www.federalregister.gov/documents/2023/10/18/2023-23098/national-forest-products-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-18/pdf/2023-23098.pdf,Presidential Document,Proclamation,10/18/2023,2023-10-13,71727,"National Forest Products Week, 2023","",10654
88 FR 71729, 2023-23099,71730,https://www.federalregister.gov/documents/2023/10/18/2023-23099/blind-americans-equality-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-18/pdf/2023-23099.pdf,Presidential Document,Proclamation,10/18/2023,2023-10-13,71729,"Blind Americans Equality Day, 2023","",10655
88 FR 73213, 2023-23670,73214,https://www.federalregister.gov/documents/2023/10/25/2023-23670/minority-enterprise-development-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-25/pdf/2023-23670.pdf,Presidential Document,Proclamation,10/25/2023,2023-10-20,73213,"Minority Enterprise Development Week, 2023","",10656
88 FR 73527, 2023-23803,73528,https://www.federalregister.gov/documents/2023/10/26/2023-23803/united-nations-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-10-26/pdf/2023-23803.pdf,Presidential Document,Proclamation,10/26/2023,2023-10-23,73527,"United Nations Day, 2023","",10657
88 FR 74327, 2023-24104,74327,https://www.federalregister.gov/documents/2023/10/31/2023-24104/honoring-the-victims-of-the-tragedy-in-lewiston-maine,https://www.govinfo.gov/content/pkg/FR-2023-10-31/pdf/2023-24104.pdf,Presidential Document,Proclamation,10/31/2023,2023-10-26,74327,"Honoring the Victims of the Tragedy in Lewiston, Maine","",10658
88 FR 74877, 2023-24246,74878,https://www.federalregister.gov/documents/2023/11/01/2023-24246/national-first-responders-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-01/pdf/2023-24246.pdf,Presidential Document,Proclamation,11/01/2023,2023-10-27,74877,"National First Responders Day, 2023","",10659
88 FR 75451, 2023-24482,75452,https://www.federalregister.gov/documents/2023/11/03/2023-24482/critical-infrastructure-security-and-resilience-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24482.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75451,"Critical Infrastructure Security and Resilience Month, 2023","",10660
88 FR 75453, 2023-24483,75454,https://www.federalregister.gov/documents/2023/11/03/2023-24483/national-adoption-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24483.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75453,"National Adoption Month, 2023","",10661
88 FR 75455, 2023-24488,75456,https://www.federalregister.gov/documents/2023/11/03/2023-24488/national-alzheimers-disease-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24488.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75455,"National Alzheimer's Disease Awareness Month, 2023","",10662
88 FR 75457, 2023-24497,75459,https://www.federalregister.gov/documents/2023/11/03/2023-24497/national-diabetes-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24497.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75457,"National Diabetes Month, 2023","",10663
88 FR 75461, 2023-24499,75462,https://www.federalregister.gov/documents/2023/11/03/2023-24499/national-entrepreneurship-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24499.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75461,"National Entrepreneurship Month, 2023","",10664
88 FR 75463, 2023-24500,75464,https://www.federalregister.gov/documents/2023/11/03/2023-24500/national-family-caregivers-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24500.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75463,"National Family Caregivers Month, 2023","",10665
88 FR 75465, 2023-24501,75467,https://www.federalregister.gov/documents/2023/11/03/2023-24501/national-lung-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24501.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75465,"National Lung Cancer Awareness Month, 2023","",10666
88 FR 75469, 2023-24502,75471,https://www.federalregister.gov/documents/2023/11/03/2023-24502/national-native-american-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24502.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75469,"National Native American Heritage Month, 2023","",10667
88 FR 75473, 2023-24503,75474,https://www.federalregister.gov/documents/2023/11/03/2023-24503/national-veterans-and-military-families-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-03/pdf/2023-24503.pdf,Presidential Document,Proclamation,11/03/2023,2023-10-31,75473,"National Veterans and Military Families Month, 2023","",10668
88 FR 77491, 2023-25056,77493,https://www.federalregister.gov/documents/2023/11/13/2023-25056/veterans-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-13/pdf/2023-25056.pdf,Presidential Document,Proclamation,11/13/2023,2023-11-07,77491,"Veterans Day, 2023","",10669
88 FR 77881, 2023-25223,77882,https://www.federalregister.gov/documents/2023/11/14/2023-25223/world-freedom-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-14/pdf/2023-25223.pdf,Presidential Document,Proclamation,11/14/2023,2023-11-08,77881,"World Freedom Day, 2023","",10670
88 FR 78217, 2023-25338,78219,https://www.federalregister.gov/documents/2023/11/15/2023-25338/american-education-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-15/pdf/2023-25338.pdf,Presidential Document,Proclamation,11/15/2023,2023-11-09,78217,"American Education Week, 2023","",10671
88 FR 78221, 2023-25339,78222,https://www.federalregister.gov/documents/2023/11/15/2023-25339/national-apprenticeship-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-15/pdf/2023-25339.pdf,Presidential Document,Proclamation,11/15/2023,2023-11-09,78221,"National Apprenticeship Week, 2023","",10672
88 FR 80089, 2023-25639,80090,https://www.federalregister.gov/documents/2023/11/17/2023-25639/america-recycles-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-17/pdf/2023-25639.pdf,Presidential Document,Proclamation,11/17/2023,2023-11-14,80089,"America Recycles Day, 2023","",10673
88 FR 80551, 2023-25743,80552,https://www.federalregister.gov/documents/2023/11/20/2023-25743/national-rural-health-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-20/pdf/2023-25743.pdf,Presidential Document,Proclamation,11/20/2023,2023-11-15,80551,"National Rural Health Day, 2023","",10674
88 FR 81337, 2023-25980,81338,https://www.federalregister.gov/documents/2023/11/22/2023-25980/national-family-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-22/pdf/2023-25980.pdf,Presidential Document,Proclamation,11/22/2023,2023-11-17,81337,"National Family Week, 2023","",10675
88 FR 81339, 2023-25985,81340,https://www.federalregister.gov/documents/2023/11/22/2023-25985/national-childs-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-22/pdf/2023-25985.pdf,Presidential Document,Proclamation,11/22/2023,2023-11-17,81339,"National Child's Day, 2023","",10676
88 FR 83303, 2023-26350,83303,https://www.federalregister.gov/documents/2023/11/29/2023-26350/death-of-rosalynn-carter,https://www.govinfo.gov/content/pkg/FR-2023-11-29/pdf/2023-26350.pdf,Presidential Document,Proclamation,11/29/2023,2023-11-21,83303,Death of Rosalynn Carter,"",10677
88 FR 83465, 2023-26505,83466,https://www.federalregister.gov/documents/2023/11/30/2023-26505/thanksgiving-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26505.pdf,Presidential Document,Proclamation,11/30/2023,2023-11-22,83465,"Thanksgiving Day, 2023","",10678
88 FR 84679, 2023-26840,84680,https://www.federalregister.gov/documents/2023/12/05/2023-26840/national-impaired-driving-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-05/pdf/2023-26840.pdf,Presidential Document,Proclamation,12/05/2023,2023-11-30,84679,"National Impaired Driving Prevention Month, 2023","",10679
88 FR 84681, 2023-26841,84682,https://www.federalregister.gov/documents/2023/12/05/2023-26841/world-aids-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-05/pdf/2023-26841.pdf,Presidential Document,Proclamation,12/05/2023,2023-11-30,84681,"World AIDS Day, 2023","",10680
88 FR 84683, 2023-26898,84684,https://www.federalregister.gov/documents/2023/12/06/2023-26898/international-day-of-persons-with-disabilities-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-06/pdf/2023-26898.pdf,Presidential Document,Proclamation,12/06/2023,2023-12-01,84683,"International Day of Persons With Disabilities, 2023","",10681
88 FR 85817, 2023-27218,85818,https://www.federalregister.gov/documents/2023/12/11/2023-27218/national-pearl-harbor-remembrance-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27218.pdf,Presidential Document,Proclamation,12/11/2023,2023-12-06,85817,"National Pearl Harbor Remembrance Day, 2023","",10683
88 FR 86257, 2023-27485,86258,https://www.federalregister.gov/documents/2023/12/13/2023-27485/human-rights-day-and-human-rights-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-13/pdf/2023-27485.pdf,Presidential Document,Proclamation,12/13/2023,2023-12-08,86257,"Human Rights Day and Human Rights Week, 2023","",10684
88 FR 86541, 2023-27630,86543,https://www.federalregister.gov/documents/2023/12/14/2023-27630/suspension-of-entry-as-immigrants-and-nonimmigrants-of-persons-enabling-corruption,https://www.govinfo.gov/content/pkg/FR-2023-12-14/pdf/2023-27630.pdf,Presidential Document,Proclamation,12/14/2023,2023-12-11,86541,Suspension of Entry as Immigrants and Nonimmigrants of Persons Enabling Corruption,"",10685
88 FR 87653, 2023-27968,87654,https://www.federalregister.gov/documents/2023/12/19/2023-27968/bill-of-rights-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-19/pdf/2023-27968.pdf,Presidential Document,Proclamation,12/19/2023,2023-12-14,87653,"Bill of Rights Day, 2023","",10686
88 FR 87893, 2023-28169,87894,https://www.federalregister.gov/documents/2023/12/20/2023-28169/wright-brothers-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-12-20/pdf/2023-28169.pdf,Presidential Document,Proclamation,12/20/2023,2023-12-15,87893,"Wright Brothers Day, 2023","",10687
88 FR 90083, 2023-28805,90084,https://www.federalregister.gov/documents/2023/12/28/2023-28805/granting-pardon-for-the-offense-of-simple-possession-of-marijuana-attempted-simple-possession-of,https://www.govinfo.gov/content/pkg/FR-2023-12-28/pdf/2023-28805.pdf,Presidential Document,Proclamation,12/28/2023,2023-12-22,90083,"Granting Pardon for the Offense of Simple Possession of Marijuana, Attempted Simple Possession of Marijuana, or Use of Marijuana","",10688
89 FR 1, 2023-28935,2,https://www.federalregister.gov/documents/2024/01/02/2023-28935/50th-anniversary-of-the-endangered-species-act-2023,https://www.govinfo.gov/content/pkg/FR-2024-01-02/pdf/2023-28935.pdf,Presidential Document,Proclamation,01/02/2024,2023-12-27,1,"50th Anniversary of the Endangered Species Act, 2023","",10689
89 FR 223, 2023-28995,226,https://www.federalregister.gov/documents/2024/01/03/2023-28995/adjusting-imports-of-aluminum-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2024-01-03/pdf/2023-28995.pdf,Presidential Document,Proclamation,01/03/2024,2023-12-28,223,Adjusting Imports of Aluminum Into the United States,"",10690
89 FR 227, 2023-28996,232,https://www.federalregister.gov/documents/2024/01/03/2023-28996/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2024-01-03/pdf/2023-28996.pdf,Presidential Document,Proclamation,01/03/2024,2023-12-28,227,Adjusting Imports of Steel Into the United States,"",10691
89 FR 437, 2024-00051,441,https://www.federalregister.gov/documents/2024/01/04/2024-00051/to-take-certain-actions-under-the-african-growth-and-opportunity-act-and-for-other-purposes,https://www.govinfo.gov/content/pkg/FR-2024-01-04/pdf/2024-00051.pdf,Presidential Document,Proclamation,01/04/2024,2023-12-29,437,To Take Certain Actions Under the African Growth and Opportunity Act and for Other Purposes,"",10692
89 FR 443, 2024-00052,444,https://www.federalregister.gov/documents/2024/01/04/2024-00052/national-human-trafficking-prevention-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-01-04/pdf/2024-00052.pdf,Presidential Document,Proclamation,01/04/2024,2023-12-29,443,"National Human Trafficking Prevention Month, 2024","",10693
89 FR 445, 2024-00053,446,https://www.federalregister.gov/documents/2024/01/04/2024-00053/national-mentoring-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-01-04/pdf/2024-00053.pdf,Presidential Document,Proclamation,01/04/2024,2023-12-29,445,"National Mentoring Month, 2024","",10694
89 FR 447, 2024-00061,448,https://www.federalregister.gov/documents/2024/01/04/2024-00061/national-stalking-awareness-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-01-04/pdf/2024-00061.pdf,Presidential Document,Proclamation,01/04/2024,2023-12-29,447,"National Stalking Awareness Month, 2024","",10695
87 FR 54297, 2022-19275,54298,https://www.federalregister.gov/documents/2022/09/06/2022-19275/national-childhood-cancer-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19275.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54297,"National Childhood Cancer Awareness Month, 2022","",10432
87 FR 54299, 2022-19282,54300,https://www.federalregister.gov/documents/2022/09/06/2022-19282/national-ovarian-cancer-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19282.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54299,"National Ovarian Cancer Awareness Month, 2022","",10433
