citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
88 FR 33531, 2023-11209,33532,https://www.federalregister.gov/documents/2023/05/24/2023-11209/national-maritime-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-24/pdf/2023-11209.pdf,Presidential Document,Proclamation,05/24/2023,2023-05-19,33531,"National Maritime Day, 2023","",10586
88 FR 35729, 2023-11781,35730,https://www.federalregister.gov/documents/2023/06/01/2023-11781/prayer-for-peace-memorial-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-01/pdf/2023-11781.pdf,Presidential Document,Proclamation,06/01/2023,2023-05-26,35729,"Prayer for Peace, Memorial Day, 2023","",10587
88 FR 36437, 2023-12055,36444,https://www.federalregister.gov/documents/2023/06/05/2023-12055/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12055.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36437,Adjusting Imports of Steel Into the United States,"",10588
88 FR 36445, 2023-12056,36446,https://www.federalregister.gov/documents/2023/06/05/2023-12056/black-music-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12056.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36445,"Black Music Month, 2023","",10589
88 FR 36447, 2023-12057,36449,https://www.federalregister.gov/documents/2023/06/05/2023-12057/lesbian-gay-bisexual-transgender-queer-and-intersex-pride-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12057.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36447,"Lesbian, Gay, Bisexual, Transgender, Queer, and Intersex Pride Month, 2023","",10590
88 FR 36451, 2023-12058,36452,https://www.federalregister.gov/documents/2023/06/05/2023-12058/national-caribbean-american-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12058.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36451,"National Caribbean-American Heritage Month, 2023","",10591
88 FR 36453, 2023-12060,36454,https://www.federalregister.gov/documents/2023/06/05/2023-12060/national-homeownership-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12060.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36453,"National Homeownership Month, 2023","",10592
88 FR 36455, 2023-12061,36457,https://www.federalregister.gov/documents/2023/06/05/2023-12061/national-immigrant-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12061.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36455,"National Immigrant Heritage Month, 2023","",10593
88 FR 36459, 2023-12062,36460,https://www.federalregister.gov/documents/2023/06/05/2023-12062/national-ocean-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-12062.pdf,Presidential Document,Proclamation,06/05/2023,2023-05-31,36459,"National Ocean Month, 2023","",10594
88 FR 38737, 2023-12818,38738,https://www.federalregister.gov/documents/2023/06/14/2023-12818/flag-day-and-national-flag-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-14/pdf/2023-12818.pdf,Presidential Document,Proclamation,06/14/2023,2023-06-09,38737,"Flag Day and National Flag Week, 2023","",10595
88 FR 39765, 2023-13170,39766,https://www.federalregister.gov/documents/2023/06/20/2023-13170/world-elder-abuse-awareness-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-20/pdf/2023-13170.pdf,Presidential Document,Proclamation,06/20/2023,2023-06-14,39765,"World Elder Abuse Awareness Day, 2023","",10596
88 FR 40677, 2023-13407,40678,https://www.federalregister.gov/documents/2023/06/22/2023-13407/fathers-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-22/pdf/2023-13407.pdf,Presidential Document,Proclamation,06/22/2023,2023-06-16,40677,"Father's Day, 2023","",10597
88 FR 40679, 2023-13410,40680,https://www.federalregister.gov/documents/2023/06/22/2023-13410/juneteenth-day-of-observance-2023,https://www.govinfo.gov/content/pkg/FR-2023-06-22/pdf/2023-13410.pdf,Presidential Document,Proclamation,06/22/2023,2023-06-16,40679,"Juneteenth Day of Observance, 2023","",10598
86 FR 7003, 2021-01748,7004,https://www.federalregister.gov/documents/2021/01/25/2021-01748/a-national-day-of-unity,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01748.pdf,Presidential Document,Proclamation,01/25/2021,2021-01-20,7003,A National Day of Unity,"",10140
86 FR 7005, 2021-01749,7007,https://www.federalregister.gov/documents/2021/01/25/2021-01749/ending-discriminatory-bans-on-entry-to-the-united-states,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01749.pdf,Presidential Document,Proclamation,01/25/2021,2021-01-20,7005,Ending Discriminatory Bans on Entry to the United States,"",10141
86 FR 7225, 2021-01922,7227,https://www.federalregister.gov/documents/2021/01/27/2021-01922/termination-of-emergency-with-respect-to-the-southern-border-of-the-united-states-and-redirection-of,https://www.govinfo.gov/content/pkg/FR-2021-01-27/pdf/2021-01922.pdf,Presidential Document,Proclamation,01/27/2021,2021-01-20,7225,Termination of Emergency With Respect to the Southern Border of the United States and Redirection of Funds Diverted to Border Wall Construction,"",10142
86 FR 7467, 2021-02024,7470,https://www.federalregister.gov/documents/2021/01/28/2021-02024/suspension-of-entry-as-immigrants-and-nonimmigrants-of-certain-additional-persons-who-pose-a-risk-of,https://www.govinfo.gov/content/pkg/FR-2021-01-28/pdf/2021-02024.pdf,Presidential Document,Proclamation,01/28/2021,2021-01-25,7467,Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting Coronavirus Disease 2019,"",10143
86 FR 8265, 2021-02490,8266,https://www.federalregister.gov/documents/2021/02/04/2021-02490/adjusting-imports-of-aluminum-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2021-02-04/pdf/2021-02490.pdf,Presidential Document,Proclamation,02/04/2021,2021-02-01,8265,Adjusting Imports of Aluminum Into the United States,"",10144
86 FR 8537, 2021-02675,8538,https://www.federalregister.gov/documents/2021/02/08/2021-02675/american-heart-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02675.pdf,Presidential Document,Proclamation,02/08/2021,2021-02-03,8537,"American Heart Month, 2021","",10145
86 FR 8539, 2021-02676,8540,https://www.federalregister.gov/documents/2021/02/08/2021-02676/national-black-history-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02676.pdf,Presidential Document,Proclamation,02/08/2021,2021-02-03,8539,"National Black History Month, 2021","",10146
86 FR 8541, 2021-02677,8542,https://www.federalregister.gov/documents/2021/02/08/2021-02677/national-teen-dating-violence-awareness-and-prevention-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02677.pdf,Presidential Document,Proclamation,02/08/2021,2021-02-03,8541,"National Teen Dating Violence Awareness and Prevention Month, 2021","",10147
86 FR 11597, 2021-04097,11597,https://www.federalregister.gov/documents/2021/02/25/2021-04097/remembering-the-500000-americans-lost-to-covid--19,https://www.govinfo.gov/content/pkg/FR-2021-02-25/pdf/2021-04097.pdf,Presidential Document,Proclamation,02/25/2021,2021-02-22,11597,"Remembering the 500,000 Americans Lost to COVID- 19","",10148
86 FR 11847, 2021-04279,11848,https://www.federalregister.gov/documents/2021/03/01/2021-04279/revoking-proclamation-10014,https://www.govinfo.gov/content/pkg/FR-2021-03-01/pdf/2021-04279.pdf,Presidential Document,Proclamation,03/01/2021,2021-02-24,11847,Revoking Proclamation 10014,"",10149
86 FR 12515, 2021-04639,12516,https://www.federalregister.gov/documents/2021/03/04/2021-04639/american-red-cross-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04639.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12515,"American Red Cross Month, 2021","",10150
86 FR 12517, 2021-04641,12518,https://www.federalregister.gov/documents/2021/03/04/2021-04641/irish-american-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04641.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12517,"Irish-American Heritage Month, 2021","",10151
86 FR 12519, 2021-04644,12521,https://www.federalregister.gov/documents/2021/03/04/2021-04644/national-colorectal-cancer-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04644.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12519,"National Colorectal Cancer Awareness Month, 2021","",10152
86 FR 12523, 2021-04645,12524,https://www.federalregister.gov/documents/2021/03/04/2021-04645/womens-history-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04645.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12523,"Women's History Month, 2021","",10153
86 FR 12525, 2021-04646,12526,https://www.federalregister.gov/documents/2021/03/04/2021-04646/national-consumer-protection-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04646.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12525,"National Consumer Protection Week, 2021","",10154
86 FR 12527, 2021-04647,12528,https://www.federalregister.gov/documents/2021/03/04/2021-04647/read-across-america-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04647.pdf,Presidential Document,Proclamation,03/04/2021,2021-03-01,12527,"Read Across America Day, 2021","",10155
86 FR 15559, 2021-06140,15559,https://www.federalregister.gov/documents/2021/03/23/2021-06140/honoring-the-victims-of-the-tragedy-in-the-atlanta-metropolitan-area,https://www.govinfo.gov/content/pkg/FR-2021-03-23/pdf/2021-06140.pdf,Presidential Document,Proclamation,03/23/2021,2021-03-18,15559,Honoring the Victims of the Tragedy in the Atlanta Metropolitan Area,"",10156
86 FR 15775, 2021-06252,15776,https://www.federalregister.gov/documents/2021/03/24/2021-06252/national-poison-prevention-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-24/pdf/2021-06252.pdf,Presidential Document,Proclamation,03/24/2021,2021-03-19,15775,"National Poison Prevention Week, 2021","",10157
86 FR 15777, 2021-06293,15778,https://www.federalregister.gov/documents/2021/03/25/2021-06293/national-agriculture-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-25/pdf/2021-06293.pdf,Presidential Document,Proclamation,03/25/2021,2021-03-22,15777,"National Agriculture Day, 2021","",10158
86 FR 16023, 2021-06433,16024,https://www.federalregister.gov/documents/2021/03/26/2021-06433/education-and-sharing-day-usa-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-26/pdf/2021-06433.pdf,Presidential Document,Proclamation,03/26/2021,2021-03-23,16023,"Education and Sharing Day, U.S.A., 2021","",10159
86 FR 16025, 2021-06435,16025,https://www.federalregister.gov/documents/2021/03/26/2021-06435/honoring-the-victims-of-the-tragedy-in-boulder-colorado,https://www.govinfo.gov/content/pkg/FR-2021-03-26/pdf/2021-06435.pdf,Presidential Document,Proclamation,03/26/2021,2021-03-23,16025,"Honoring the Victims of the Tragedy in Boulder, Colorado","",10160
86 FR 16283, 2021-06536,16284,https://www.federalregister.gov/documents/2021/03/29/2021-06536/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-29/pdf/2021-06536.pdf,Presidential Document,Proclamation,03/29/2021,2021-03-24,16283,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2021","",10161
86 FR 16285, 2021-06538,16286,https://www.federalregister.gov/documents/2021/03/29/2021-06538/national-equal-pay-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-29/pdf/2021-06538.pdf,Presidential Document,Proclamation,03/29/2021,2021-03-24,16285,"National Equal Pay Day, 2021","",10162
86 FR 17493, 2021-07054,17494,https://www.federalregister.gov/documents/2021/04/05/2021-07054/csar-chvez-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-05/pdf/2021-07054.pdf,Presidential Document,Proclamation,04/05/2021,2021-03-31,17493,"César Chávez Day, 2021","",10163
86 FR 17495, 2021-07064,17496,https://www.federalregister.gov/documents/2021/04/05/2021-07064/transgender-day-of-visibility-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-05/pdf/2021-07064.pdf,Presidential Document,Proclamation,04/05/2021,2021-03-31,17495,"Transgender Day of Visibility, 2021","",10164
86 FR 17675, 2021-07165,17676,https://www.federalregister.gov/documents/2021/04/06/2021-07165/month-of-the-military-child-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07165.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17675,"Month of the Military Child, 2021","",10165
86 FR 17677, 2021-07166,17678,https://www.federalregister.gov/documents/2021/04/06/2021-07166/national-cancer-control-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07166.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17677,"National Cancer Control Month, 2021","",10166
86 FR 17679, 2021-07167,17680,https://www.federalregister.gov/documents/2021/04/06/2021-07167/national-child-abuse-prevention-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07167.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17679,"National Child Abuse Prevention Month, 2021","",10167
86 FR 17681, 2021-07168,17682,https://www.federalregister.gov/documents/2021/04/06/2021-07168/national-donate-life-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07168.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17681,"National Donate Life Month, 2021","",10168
86 FR 17683, 2021-07169,17684,https://www.federalregister.gov/documents/2021/04/06/2021-07169/national-financial-capability-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07169.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17683,"National Financial Capability Month, 2021","",10169
86 FR 17685, 2021-07178,17687,https://www.federalregister.gov/documents/2021/04/06/2021-07178/national-sexual-assault-prevention-and-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07178.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17685,"National Sexual Assault Prevention and Awareness Month, 2021","",10170
86 FR 17689, 2021-07179,17690,https://www.federalregister.gov/documents/2021/04/06/2021-07179/second-chance-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07179.pdf,Presidential Document,Proclamation,04/06/2021,2021-03-31,17689,"Second Chance Month, 2021","",10171
86 FR 17893, 2021-07238,17894,https://www.federalregister.gov/documents/2021/04/07/2021-07238/world-autism-awareness-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-07/pdf/2021-07238.pdf,Presidential Document,Proclamation,04/07/2021,2021-04-01,17893,"World Autism Awareness Day, 2021","",10172
86 FR 18167, 2021-07289,18168,https://www.federalregister.gov/documents/2021/04/07/2021-07289/days-of-remembrance-of-victims-of-the-holocaust-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-07/pdf/2021-07289.pdf,Presidential Document,Proclamation,04/07/2021,2021-04-02,18167,"Days of Remembrance of Victims of the Holocaust, 2021","",10173
86 FR 18169, 2021-07293,18169,https://www.federalregister.gov/documents/2021/04/07/2021-07293/honoring-united-states-capitol-police-officers,https://www.govinfo.gov/content/pkg/FR-2021-04-07/pdf/2021-07293.pdf,Presidential Document,Proclamation,04/07/2021,2021-04-02,18169,Honoring United States Capitol Police Officers,"",10174
86 FR 18171, 2021-07338,18172,https://www.federalregister.gov/documents/2021/04/08/2021-07338/national-public-health-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-08/pdf/2021-07338.pdf,Presidential Document,Proclamation,04/08/2021,2021-04-05,18171,"National Public Health Week, 2021","",10175
86 FR 19567, 2021-07755,19568,https://www.federalregister.gov/documents/2021/04/14/2021-07755/national-former-prisoner-of-war-recognition-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-14/pdf/2021-07755.pdf,Presidential Document,Proclamation,04/14/2021,2021-04-09,19567,"National Former Prisoner of War Recognition Day, 2021","",10176
86 FR 19775, 2021-07861,19776,https://www.federalregister.gov/documents/2021/04/15/2021-07861/national-fair-housing-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-15/pdf/2021-07861.pdf,Presidential Document,Proclamation,04/15/2021,2021-04-11,19775,"National Fair Housing Month, 2021","",10177
86 FR 20023, 2021-08008,20024,https://www.federalregister.gov/documents/2021/04/16/2021-08008/black-maternal-health-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-16/pdf/2021-08008.pdf,Presidential Document,Proclamation,04/16/2021,2021-04-13,20023,"Black Maternal Health Week, 2021","",10178
86 FR 20025, 2021-08010,20026,https://www.federalregister.gov/documents/2021/04/16/2021-08010/pan-american-day-and-pan-american-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-16/pdf/2021-08010.pdf,Presidential Document,Proclamation,04/16/2021,2021-04-13,20025,"Pan American Day and Pan American Week, 2021","",10179
86 FR 20027, 2021-08012,20028,https://www.federalregister.gov/documents/2021/04/16/2021-08012/160th-anniversary-of-the-unification-of-italy-and-the-establishment-of-united-states-italy,https://www.govinfo.gov/content/pkg/FR-2021-04-16/pdf/2021-08012.pdf,Presidential Document,Proclamation,04/16/2021,2021-04-13,20027,160th Anniversary of the Unification of Italy and the Establishment of United States-Italy Diplomatic Relations,"",10180
86 FR 20615, 2021-08413,20615,https://www.federalregister.gov/documents/2021/04/21/2021-08413/honoring-the-victims-of-the-tragedy-in-indianapolis-indiana,https://www.govinfo.gov/content/pkg/FR-2021-04-21/pdf/2021-08413.pdf,Presidential Document,Proclamation,04/21/2021,2021-04-16,20615,"Honoring the Victims of the Tragedy in Indianapolis, Indiana","",10181
86 FR 20617, 2021-08414,20618,https://www.federalregister.gov/documents/2021/04/21/2021-08414/national-crime-victims-rights-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-21/pdf/2021-08414.pdf,Presidential Document,Proclamation,04/21/2021,2021-04-16,20617,"National Crime Victims' Rights Week, 2021","",10182
86 FR 20619, 2021-08415,20620,https://www.federalregister.gov/documents/2021/04/21/2021-08415/national-volunteer-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-21/pdf/2021-08415.pdf,Presidential Document,Proclamation,04/21/2021,2021-04-16,20619,"National Volunteer Week, 2021","",10183
86 FR 21161, 2021-08547,21162,https://www.federalregister.gov/documents/2021/04/22/2021-08547/national-park-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-22/pdf/2021-08547.pdf,Presidential Document,Proclamation,04/22/2021,2021-04-17,21161,"National Park Week, 2021","",10184
86 FR 21633, 2021-08655,21634,https://www.federalregister.gov/documents/2021/04/23/2021-08655/death-of-walter-mondale,https://www.govinfo.gov/content/pkg/FR-2021-04-23/pdf/2021-08655.pdf,Presidential Document,Proclamation,04/23/2021,2021-04-20,21633,Death of Walter Mondale,"",10185
86 FR 22105, 2021-08835,22106,https://www.federalregister.gov/documents/2021/04/27/2021-08835/earth-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-27/pdf/2021-08835.pdf,Presidential Document,Proclamation,04/27/2021,2021-04-22,22105,"Earth Day, 2021","",10186
86 FR 22339, 2021-09001,22340,https://www.federalregister.gov/documents/2021/04/28/2021-09001/world-intellectual-property-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-28/pdf/2021-09001.pdf,Presidential Document,Proclamation,04/28/2021,2021-04-23,22339,"World Intellectual Property Day, 2021","",10187
86 FR 22833, 2021-09262,22834,https://www.federalregister.gov/documents/2021/04/30/2021-09262/workers-memorial-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-30/pdf/2021-09262.pdf,Presidential Document,Proclamation,04/30/2021,2021-04-27,22833,"Workers Memorial Day, 2021","",10188
86 FR 23843, 2021-09570,23844,https://www.federalregister.gov/documents/2021/05/05/2021-09570/asian-american-and-native-hawaiianpacific-islander-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09570.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23843,"Asian American and Native Hawaiian/Pacific Islander Heritage Month, 2021","",10189
86 FR 23845, 2021-09571,23846,https://www.federalregister.gov/documents/2021/05/05/2021-09571/jewish-american-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09571.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23845,"Jewish American Heritage Month, 2021","",10190
86 FR 23847, 2021-09572,23848,https://www.federalregister.gov/documents/2021/05/05/2021-09572/national-building-safety-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09572.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23847,"National Building Safety Month, 2021","",10191
86 FR 23849, 2021-09573,23850,https://www.federalregister.gov/documents/2021/05/05/2021-09573/national-foster-care-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09573.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23849,"National Foster Care Month, 2021","",10192
86 FR 23851, 2021-09574,23852,https://www.federalregister.gov/documents/2021/05/05/2021-09574/national-mental-health-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09574.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23851,"National Mental Health Awareness Month, 2021","",10193
86 FR 23853, 2021-09591,23854,https://www.federalregister.gov/documents/2021/05/05/2021-09591/national-physical-fitness-and-sports-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09591.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23853,"National Physical Fitness and Sports Month, 2021","",10194
86 FR 23855, 2021-09592,23856,https://www.federalregister.gov/documents/2021/05/05/2021-09592/national-teacher-appreciation-day-and-national-teacher-appreciation-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09592.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23855,"National Teacher Appreciation Day and National Teacher Appreciation Week, 2021","",10195
86 FR 23857, 2021-09593,23858,https://www.federalregister.gov/documents/2021/05/05/2021-09593/public-service-recognition-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09593.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23857,"Public Service Recognition Week, 2021","",10196
86 FR 23859, 2021-09594,23860,https://www.federalregister.gov/documents/2021/05/05/2021-09594/law-day-usa-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09594.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23859,"Law Day, U.S.A., 2021","",10197
86 FR 23861, 2021-09595,23862,https://www.federalregister.gov/documents/2021/05/05/2021-09595/loyalty-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-05/pdf/2021-09595.pdf,Presidential Document,Proclamation,05/05/2021,2021-04-30,23861,"Loyalty Day, 2021","",10198
86 FR 24297, 2021-09711,24300,https://www.federalregister.gov/documents/2021/05/06/2021-09711/suspension-of-entry-as-nonimmigrants-of-certain-additional-persons-who-pose-a-risk-of-transmitting,https://www.govinfo.gov/content/pkg/FR-2021-05-06/pdf/2021-09711.pdf,Presidential Document,Proclamation,05/06/2021,2021-04-30,24297,Suspension of Entry as Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting Coronavirus Disease 2019,"",10199
86 FR 24301, 2021-09739,24302,https://www.federalregister.gov/documents/2021/05/06/2021-09739/older-americans-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-06/pdf/2021-09739.pdf,Presidential Document,Proclamation,05/06/2021,2021-05-03,24301,"Older Americans Month, 2021","",10200
86 FR 24477, 2021-09852,24478,https://www.federalregister.gov/documents/2021/05/07/2021-09852/60th-anniversary-of-the-freedom-rides-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-07/pdf/2021-09852.pdf,Presidential Document,Proclamation,05/07/2021,2021-05-04,24477,"60th Anniversary of the Freedom Rides, 2021","",10201
86 FR 24479, 2021-09853,24481,https://www.federalregister.gov/documents/2021/05/07/2021-09853/missing-and-murdered-indigenous-persons-awareness-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-07/pdf/2021-09853.pdf,Presidential Document,Proclamation,05/07/2021,2021-05-04,24479,"Missing and Murdered Indigenous Persons Awareness Day, 2021","",10202
86 FR 24697, 2021-09946,24698,https://www.federalregister.gov/documents/2021/05/10/2021-09946/national-day-of-prayer-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-10/pdf/2021-09946.pdf,Presidential Document,Proclamation,05/10/2021,2021-05-05,24697,"National Day of Prayer, 2021","",10203
86 FR 25799, 2021-10038,25800,https://www.federalregister.gov/documents/2021/05/11/2021-10038/military-spouse-appreciation-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-11/pdf/2021-10038.pdf,Presidential Document,Proclamation,05/11/2021,2021-05-06,25799,"Military Spouse Appreciation Day, 2021","",10204
86 FR 25943, 2021-10128,25944,https://www.federalregister.gov/documents/2021/05/12/2021-10128/national-hurricane-preparedness-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-12/pdf/2021-10128.pdf,Presidential Document,Proclamation,05/12/2021,2021-05-07,25943,"National Hurricane Preparedness Week, 2021","",10205
86 FR 25945, 2021-10130,25946,https://www.federalregister.gov/documents/2021/05/12/2021-10130/national-womens-health-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-12/pdf/2021-10130.pdf,Presidential Document,Proclamation,05/12/2021,2021-05-07,25945,"National Women's Health Week, 2021","",10206
86 FR 26147, 2021-10215,26148,https://www.federalregister.gov/documents/2021/05/12/2021-10215/mothers-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-12/pdf/2021-10215.pdf,Presidential Document,Proclamation,05/12/2021,2021-05-07,26147,"Mother's Day, 2021","",10207
86 FR 26345, 2021-10306,26346,https://www.federalregister.gov/documents/2021/05/13/2021-10306/peace-officers-memorial-day-and-police-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-13/pdf/2021-10306.pdf,Presidential Document,Proclamation,05/13/2021,2021-05-07,26345,"Peace Officers Memorial Day and Police Week, 2021","",10208
86 FR 27015, 2021-10686,27016,https://www.federalregister.gov/documents/2021/05/19/2021-10686/revoking-proclamation-9945,https://www.govinfo.gov/content/pkg/FR-2021-05-19/pdf/2021-10686.pdf,Presidential Document,Proclamation,05/19/2021,2021-05-14,27015,Revoking Proclamation 9945,"",10209
86 FR 27017, 2021-10687,27018,https://www.federalregister.gov/documents/2021/05/19/2021-10687/armed-forces-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-19/pdf/2021-10687.pdf,Presidential Document,Proclamation,05/19/2021,2021-05-14,27017,"Armed Forces Day, 2021","",10210
86 FR 27019, 2021-10688,27020,https://www.federalregister.gov/documents/2021/05/19/2021-10688/emergency-medical-services-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-19/pdf/2021-10688.pdf,Presidential Document,Proclamation,05/19/2021,2021-05-14,27019,"Emergency Medical Services Week, 2021","",10211
86 FR 27021, 2021-10689,27022,https://www.federalregister.gov/documents/2021/05/19/2021-10689/national-defense-transportation-day-and-national-transportation-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-19/pdf/2021-10689.pdf,Presidential Document,Proclamation,05/19/2021,2021-05-14,27021,"National Defense Transportation Day and National Transportation Week, 2021","",10212
86 FR 27023, 2021-10690,27024,https://www.federalregister.gov/documents/2021/05/19/2021-10690/world-trade-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-19/pdf/2021-10690.pdf,Presidential Document,Proclamation,05/19/2021,2021-05-14,27023,"World Trade Week, 2021","",10213
